,state_id,STATEFP,seat_id,CD114FP,d_votes,r_votes,other_votes,d_vote_share,r_vote_share,other_vote_share,d_won,r_won,other_won
160,KS,20,2,2,133354,182145,13754,0.4050198479588645,0.5532068044938087,0.041773347547326825,0,1,0
161,KS,20,3,3,212604,174163,11119,0.5343339549519209,0.4377208547171803,0.0279451903308988,1,0,0
162,KS,20,4,4,110922,197433,0,0.35972174928248285,0.6402782507175171,0.0,0,1,0
163,KY,21,1,1,82141,246329,0,0.25007154382439795,0.749928456175602,0.0,0,1,0
164,KY,21,2,2,94643,255735,10021,0.2626061670537377,0.7095885393688661,0.027805293577396164,0,1,0
165,KY,21,3,3,230672,137425,0,0.6266609073151914,0.37333909268480864,0.0,1,0,0
166,KY,21,4,4,125896,256613,0,0.32913212499575173,0.6708678750042483,0.0,0,1,0
167,KY,21,5,5,47056,250914,7,0.1579182285881125,0.8420582796658802,2.349174600724217e-05,0,1,0
168,KY,21,6,6,155011,216948,6491,0.40959439820319726,0.5732540626238605,0.017151539172942265,0,1,0
169,LA,22,1,1,94730,270330,9309,0.2530391138155136,0.722095045262829,0.024865840921657507,0,1,0
170,LA,22,2,2,235320,63140,18522,0.7423765387309058,0.19919112126240607,0.05843234000668808,1,0,0
171,LA,22,3,3,100275,230480,9365,0.2948224156180172,0.6776431847583206,0.027534399623662238,0,1,0
172,LA,22,4,4,101970,204608,0,0.33260703638225836,0.6673929636177417,0.0,0,1,0
174,LA,22,6,6,95541,265706,12749,0.25545995144333095,0.7104514486785954,0.03408859987807356,0,1,0
175,MA,25,1,1,253357,0,9866,0.9625184729297972,0.0,0.03748152707020283,1,0,0
176,MA,25,2,2,248858,124835,540,0.6649814420427915,0.3335756066407826,0.001442951316425863,1,0,0
177,MA,25,3,3,245840,0,7462,0.9705410932404798,0.0,0.029458906759520256,1,0,0
178,MA,25,4,4,214977,147243,1690,0.5907422164820972,0.4046137781319557,0.004644005385947075,1,0,0
179,MA,25,5,5,275104,96783,1783,0.7362217999839431,0.25900661011052534,0.004771589905531619,1,0,0
180,MA,25,6,6,265720,138621,674,0.6560744663777884,0.34226139772601016,0.0016641358962013752,1,0,0
181,MA,25,7,7,128137,0,22067,0.8530864690687332,0.0,0.1469135309312668,1,0,0
182,MA,25,8,8,248611,0,62586,0.7988862360498333,0.0,0.2011137639501666,1,0,0
183,MA,25,9,9,256158,152416,10535,0.6111966099511106,0.36366673108904846,0.025136658959840998,1,0,0
184,MD,24,1,1,143877,250901,0,0.36445039997162965,0.6355496000283704,0.0,0,1,0
185,MD,24,2,2,224836,106355,0,0.6788711045891948,0.32112889541080525,0.0,1,0,0
186,MD,24,3,3,259806,111945,0,0.6988710185043214,0.30112898149567857,0.0,1,0,0
187,MD,24,4,4,282119,71671,0,0.7974193730744227,0.20258062692557732,0.0,1,0,0
188,MD,24,5,5,274210,123525,0,0.6894288910958302,0.31057110890416983,0.0,1,0,0
189,MD,24,6,6,213130,142924,6830,0.5873226706054827,0.39385588783192427,0.018821441562593005,1,0,0
190,MD,24,7,7,237084,92825,74,0.7184733759011828,0.2813023701220972,0.00022425397672001286,1,0,0
191,MD,24,8,8,271704,126368,0,0.6825498904720754,0.3174501095279246,0.0,1,0,0
192,ME,23,1,1,211905,139529,800,0.6016029117007444,0.39612587086993306,0.0022712174293225526,1,0,0
193,ME,23,2,2,174734,150407,1331,0.5352189468009507,0.46070413389203363,0.004076919307015609,1,0,0
194,MI,26,1,1,154707,256644,6315,0.37040841246354744,0.6144718507132494,0.01511973682320323,0,1,0
195,MI,26,2,2,154122,238711,10414,0.3822024714381012,0.591972165942958,0.025825362618940747,0,1,0
196,MI,26,3,3,189769,213649,0,0.47040290715833205,0.5295970928416679,0.0,0,1,0
197,MI,26,4,4,120802,242621,9822,0.32365336441211534,0.6500314806628354,0.026315154925049232,0,1,0
198,MI,26,5,5,197840,151397,13693,0.5451188934505277,0.41715206789188,0.037729038657592376,1,0,0
