,Unnamed: 0,AFFGEOID,ALAND,AWATER,CD114FP,CDSESSN,GEOID,LSAD,STATEFP,AreaUncert,CvxHullPS,CvxHullPT,CvxHullPTB,HoleCount,PolsbyPopp,PolyCount,ReockPS,ReockPT,ReockPTB,Schwartzbe,areaAH,perimSH
351,351,5001400,51991590524,457501023,3,114,4903,C2,49,5767490.5,0.6314574878,0.6314574878,0.6325777622,0.0,0.20672158850000003,1.0,0.2919374916,0.2919374916,0.3793631054,0.45466645850000004,52445718110.022,1785529.514397976
352,352,5001400,1067734223,18347466,12,114,3412,C2,34,2821676.5,0.6308754655,0.6308754655,0.6376087503,0.0,0.17239337920000003,1.0,0.35254689380000004,0.35254689380000004,0.3591305202,0.41520281700000006,1086264355.1436222,281392.4268372607
353,353,5001400,3328124890,33967140,15,114,4215,C2,42,2255894.5,0.6018857071,0.6018857071,0.6029175356,0.0,0.1471746119,1.0,0.19212936690000001,0.19212936690000001,0.1931842858,0.3836334343,3362209770.0773077,535797.7497073292
354,354,5001400,11685622970,169715196,8,114,3708,C2,37,2251218.0,0.6690275896,0.6690275896,0.7727031122,0.0,0.24316222329999998,1.0,0.35961132630000003,0.35961132630000003,0.47502015659999997,0.4931148176,11855123836.374224,782726.3001164001
355,355,5001400,669268355,2127354,1,114,1701,C2,17,7682121.5,0.6279773514,0.6279773514,0.6279807809000001,0.0,0.1273627272,1.0,0.1885728478,0.1885728478,0.1948038803,0.3568791494,671483329.0620586,257395.75156587013
356,356,5001400,1206406434,37418577,2,114,2902,C2,29,2102416.0,0.7628381576000001,0.7628381576000001,0.7637945849,0.0,0.2078932473,1.0,0.5056743939,0.5056743939,0.5093431347,0.45595311969999996,1244910626.7142448,274317.6979381368
357,357,5001400,633330868,1310790085,11,114,3911,C2,39,2333566.0,0.4734973552,0.4734973552,0.484966271,0.0,0.0765888781,1.0,0.1758533016,0.1758533016,0.1834237525,0.2767469568,636978892.1799781,323284.28863206896
358,358,5001400,695404707,628696553,1,114,4401,C2,44,2139301.0,0.6648643892,0.4690840385,0.7175385419,0.0,0.0636435753,12.0,0.2546120932,0.18648428309999998,0.331697065,0.2522767831,750076480.8464806,384840.1910534597
359,359,5001400,25978125712,391512916,5,114,5105,C2,51,2730209.0,0.651208813,0.651208813,0.6513188487,0.0,0.1589700672,1.0,0.3040326054,0.3040326054,0.3876361882,0.3987105055,26369680941.140316,1443775.5757229486
360,360,5001400,614092706,12799708,3,114,1703,C2,17,0.0,0.6670653492,0.6670653492,0.6670631154,0.0,0.1704355998,1.0,0.2761299336,0.2761299336,0.2761316486,0.41283846700000004,626897593.6118491,214992.3845826584
361,361,5001400,149406790,1743217,40,114,640,C2,6,0.0,0.654664289,0.654664289,0.6546734916,0.0,0.2308654195,1.0,0.420937114,0.420937114,0.4209398992,0.4804845674,151183838.45555246,90714.8052614164
362,362,5001400,542048505,26842230,14,114,4214,C2,42,0.0,0.6136830354,0.6136830354,0.6136854528,0.0,0.1202241491,1.0,0.42103375530000003,0.42103375530000003,0.342935337,0.3467335419,568776096.4875852,243825.8485386558
363,363,5001400,41806002,2675060,7,114,3607,C2,36,7031673.0,0.43330290439999997,0.43330290439999997,0.4393340767,0.0,0.1109241158,1.0,0.2086881462,0.2086881462,0.2164399944,0.3330527222,44703440.36618835,71164.3387139401
364,364,5001400,3510750927,466830244,5,114,1205,C2,12,0.0,0.2859343887,0.2859343887,0.2859326647,0.0,0.0398706433,1.0,0.0941306661,0.0941306661,0.1274397516,0.1996763465,3977441648.8263164,1119644.6748261948
365,365,5001400,774046187,14122487,6,114,1306,C2,13,0.0,0.6694312333,0.6694312333,0.6694328772,0.0,0.278180924,1.0,0.5196110514,0.5196110514,0.4890326794,0.5274285961,788112529.7027011,188684.13074430308
366,366,5001400,136083658508,594784170,1,114,2001,C2,20,2001899.0,0.8737724593999999,0.8737724593999999,0.8809866705,0.0,0.42572813460000003,1.0,0.4770593302,0.4770593302,0.7641866391,0.6524784553,136677596064.43939,2008572.0819216468
367,367,5001400,5435281215,7255131098,26,114,1226,C2,12,5549858.0,0.7047731512000001,0.2807983108,0.9305417612000001,0.0,0.0580286667,92.0,0.3877046886,0.09825779189999999,0.413213592,0.2408914002,6570547389.403802,1192846.0917912924
368,368,5001400,16246596751,248400655,7,114,2907,C2,29,2001584.0,0.8165279059,0.8165279059,0.8166996406,0.0,0.4529108806,1.0,0.5652495701,0.5652495701,0.6642704584,0.6729865381999999,16495399615.506626,676518.9645649114
369,369,5001400,251465042238,1861255811,1,114,5600,C1,56,0.0,0.9918669856,0.9918669856,0.9999999393000001,0.0,0.7734180104,1.0,0.6184679013000001,0.6184679013000001,0.9999998904999999,0.8794418744,253334994191.8458,2028828.7186915409
370,370,5001400,47134020177,527100043,6,114,2906,C2,29,3843872.5,0.7605442825,0.7605442825,0.8259349622,0.0,0.2391893222,1.0,0.2942841534,0.2942841534,0.5277225291,0.4890698541,47661932628.83212,1582413.073121611
371,371,5001400,174655542739,1063670008,3,114,3103,C2,31,3732484.5,0.8211124023,0.8211124023,0.8772097173000001,0.0,0.3816617047,1.0,0.35116972560000004,0.35116972560000004,0.8771520267,0.6177877505,175723979100.66882,2405365.920738819
372,372,5001400,86584437209,5042010384,7,114,2707,C2,27,2344865.5,0.7286829353000001,0.7286829353000001,0.8001873898999999,0.0,0.2266855516,1.0,0.3015304881,0.3015304881,0.5160591537,0.47611506130000003,91627478303.71681,2253750.72359211
373,373,5001400,19092559559,1602400181,23,114,3623,C2,36,2222480.5,0.7683041584,0.7683041584,0.771284827,0.0,0.3186513754,1.0,0.2709779705,0.2709779705,0.5528313618,0.5644921393,19619281519.66797,879606.8095873477
374,374,5001400,71374290758,7014266805,2,114,2302,C2,23,2962670.0,0.839714064,0.8276253009000001,0.941625651,0.0,0.1097353276,134.0,0.4706567879,0.4736701264,0.9168917335,0.33126323,75543950961.9186,2941247.33839288
375,375,5001400,134524364,184532186,5,114,3605,C2,36,2864041.0,0.648344591,0.648344591,0.6815207536,0.0,0.26011813429999997,1.0,0.2637082123,0.2637082123,0.34864827789999997,0.5100177784000001,163688548.0845843,88926.00152033301
376,376,5001400,197749662,1307107436,98,114,6098,C4,60,0.0,0.6284336239,0.0036857178,1.0,0.0,0.0546351709,9.0,0.1294017,0.0009826893,1.0,0.23374167559999998,202005848.80192155,215551.3519192594
377,377,5001400,3242797049,136796396,9,114,609,C2,6,0.0,0.8424893049,0.8424893049,0.8424906395999999,0.0,0.35422601670000003,1.0,0.5853837374,0.5853837374,0.5322787702,0.5951688977,3379637120.0349874,346257.93924551556
378,378,5001400,11164129653,180037484,4,114,5104,C2,51,4769502.5,0.7532269164000001,0.7532269164000001,0.7682810292,0.0,0.2102775596,1.0,0.3209394917,0.3209394917,0.4262258886,0.45856031189999996,11335454187.719435,823053.2439273311
379,379,5001400,472262566,4644320317,98,114,6998,C4,69,0.0,0.7749712943000001,0.0091539694,1.0,0.0,0.047938922800000006,17.0,0.3276887115,0.0012997476,1.0,0.21894958969999997,477743675.5669648,353881.8341461088
380,380,5001400,3732596186,86674036,12,114,4812,C2,48,0.0,0.7684064601999999,0.7684064601999999,0.7684059244,0.0,0.23692572809999998,1.0,0.5531219196,0.5531219196,0.5323151573,0.4867501701,3818996694.679193,450063.1559980751
381,381,5001400,6012643682,279133843,2,114,4702,C2,47,4987935.0,0.5527389511999999,0.5513810374,0.556338085,0.0,0.1149406195,4.0,0.37010157060000004,0.37022219450000005,0.4058997046,0.3390289361,6292036004.817747,829399.4914750869
382,382,5001400,433683301,300316284,23,114,1223,C2,12,3182025.0,0.4858151441,0.4858151441,0.49128949130000005,0.0,0.18487050649999998,1.0,0.21848863629999998,0.21848863629999998,0.247218871,0.4299657039,481435980.18935746,180900.7588194486
383,383,5001400,270624134,16683,1,114,3201,C2,32,0.0,0.89807023,0.89807023,0.8980448112999999,0.0,0.5852556266,1.0,0.5335396414,0.5335396414,0.5335448722999999,0.7650200170999999,270648795.1777224,76231.6258249737
384,384,5001400,567556897,35634220,26,114,3626,C2,36,2483541.0,0.7698706213,0.7698706213,0.8561960551000001,0.0,0.3737084214,1.0,0.36110926039999997,0.36110926039999997,0.5272557478000001,0.6113169566,600031549.8095298,142044.8631967658
385,385,5001400,9524262561,461158047,5,114,105,C2,1,2310300.5,0.7730499014,0.7730499014,0.7812236505,0.0,0.2900728545,1.0,0.22465738670000002,0.22465738670000002,0.42494337479999994,0.5385841202,9986827181.115814,657756.5097761827
386,386,5001400,26266692521,306846884,2,114,102,C2,1,2754437.0,0.7424083529000001,0.7424083529000001,0.7559879042000001,0.0,0.22961947030000002,1.0,0.5057724586,0.5057724586,0.6228648407,0.4791862585,26573329435.369637,1205934.0628575336
387,387,5001400,196662389,12863200,10,114,3410,C2,34,2767521.0,0.5625292889,0.5625292889,0.5844357585000001,0.0,0.1341382381,1.0,0.3398632334,0.3398632334,0.3572921477,0.36624887450000004,208931519.8980997,139904.1557470946
388,388,5001400,1308416001,68782323,11,114,3411,C2,34,0.0,0.7306982478,0.7306982478,0.7306962956999999,0.0,0.2344210954,1.0,0.5494327135,0.5494327135,0.5410386984000001,0.4841705231,1377236259.7236614,271713.2459307665
389,389,5001400,128801006581,388542092,3,114,803,C2,8,2115593.0,0.7883497166,0.7883497166,0.7899593348,0.0,0.35896969009999996,1.0,0.5218661873,0.5218661873,0.6637693164,0.5991407932,129189332328.19307,2126617.42878604
390,390,5001400,10404041286,1921180639,1,114,1201,C2,12,2128374.5,0.8209158024,0.8209158024,0.9553086327,0.0,0.3924700386,1.0,0.3584976875,0.3584976875,0.8303975734000001,0.626474292,11462448517.216478,605815.4948841875
391,391,5001400,16497970863,1871188672,17,114,1217,C2,12,5759623.5,0.8189346317,0.8189346317,0.8273206214,0.0,0.32066021920000004,1.0,0.6665690761,0.6665690761,0.6646762452,0.5662686811,18078280262.09893,841707.0153618171
392,392,5001400,2267480986,823562757,16,114,1216,C2,12,2289048.0,0.7563546890999999,0.7553315758,0.8021799542,0.0,0.38786887090000005,2.0,0.412217757,0.41227832740000003,0.5932052946,0.6227911936,2529696085.4660096,286283.7144422802
393,393,5001400,6281339584,89724655,5,114,2905,C2,29,5236307.5,0.6900004336,0.6900004336,0.690264069,0.0,0.19608426399999998,1.0,0.329848832,0.329848832,0.3313747917,0.4428140287,6371357116.418235,638998.052998189
394,394,5001400,25323181645,407769657,4,114,4004,C2,40,2657944.5,0.7621116159,0.7621116159,0.8091784329,0.0,0.2549926126,1.0,0.4643410546,0.4643410546,0.5798724159,0.5049679322999999,25730809751.374382,1126076.4071931413
395,395,5001400,771344292,48249870,4,114,2404,C2,24,6291240.0,0.5487598285999999,0.5487598285999999,0.5845774211,0.0,0.0962462985,1.0,0.2491061939,0.2491061939,0.2958021176,0.3102358756,819464038.4864514,327097.9812289921
396,396,5001400,1264536007,14751870,7,114,2407,C2,24,0.0,0.5473413813,0.5473413813,0.5473475299,0.0,0.0934520512,1.0,0.3598076839,0.3598076839,0.36165536020000005,0.3056992823,1279240760.439906,414750.2508360556
397,397,5001400,1779250489,26627555,1,114,3901,C2,39,5352419.5,0.6203943007,0.6203943007,0.6332694571999999,0.0,0.162296454,1.0,0.29154667289999997,0.29154667289999997,0.33775118049999997,0.40286034049999997,1805685070.9571936,373913.7365594903
398,398,5001400,2926088188,15298289,10,114,3910,C2,39,0.0,0.8590805006000001,0.8590805006000001,0.8590790309,0.0,0.392823162,1.0,0.2936815541,0.2936815541,0.2936834023,0.6267560625999999,2941205815.723794,306739.0699871639
399,399,5001400,14572482294,72238678,5,114,3905,C2,39,5073821.5,0.768635495,0.768635495,0.7702570696,0.0,0.3171794648,1.0,0.5296296624,0.5296296624,0.632760681,0.5631868827000001,14644085014.472202,761699.2390744261
400,400,5001400,37076641119,188668258,4,114,2004,C2,20,1999996.0,0.8605964474,0.8605964474,0.8606790287,0.0,0.4050249481,1.0,0.40475500979999995,0.40475500979999995,0.5432441917,0.6364157039,37264949652.020935,1075262.0392593602
401,401,5001400,16806881512,400677019,2,114,3302,C2,33,2043406.5,0.7034006612,0.7034006612,0.7710434026,0.0,0.1605586688,1.0,0.23133226489999997,0.23133226489999997,0.7159306549,0.4006977275,17210000229.718067,1160589.1085777015
402,402,5001400,59666388405,7706029593,7,114,5507,C2,55,2050016.5,0.7396464229999999,0.7082785970000001,0.8123946271,1.0,0.18927719489999997,21.0,0.5311615793,0.5344542752,0.6680839607,0.43505999,62142181902.35637,2031182.917517584
403,403,5001400,17628788869,8181086532,8,114,5508,C2,55,2028423.5,0.707283717,0.6816836216,0.8470544739,0.0,0.1521915963,7.0,0.509706594,0.4322601265,0.6523237633,0.39011741340000006,18182676831.337105,1225288.9187619977
404,404,5001400,178711991307,4398999691,1,114,3800,C1,38,0.0,0.982003436,0.982003436,1.0,0.0,0.5264639272,1.0,0.5338112674000001,0.5338112674000001,1.0,0.7255783398000001,183108802708.17746,2090620.640999463
405,405,5001400,543558314,934345914,98,114,6698,C4,66,0.0,0.6592647097,0.6370759049,1.0,0.0,0.28621508739999996,3.0,0.3074894925,0.2613097358,1.0,0.5349907358,560636524.0956371,156891.481572881
406,406,5001400,347962916,1550265400,98,114,7898,C4,78,0.0,0.7287141984000001,0.112635525,1.0,0.0,0.042474354000000006,22.0,0.1971933505,0.06078000980000001,1.0,0.20609307129999999,355866876.75577694,324478.0504721295
407,407,5001400,1193371808,214388570,4,114,904,C2,9,2097704.0,0.6713201495000001,0.6625712442,0.7803021509999999,0.0,0.23273674760000002,7.0,0.2968895463,0.29761600850000003,0.546885155,0.4824279714,1239380560.376312,258687.1114922362
408,408,5001400,10290370344,3222844351,27,114,3627,C2,36,6672371.0,0.7670055081999999,0.7670092509,0.8096398897,0.0,0.3341230756,2.0,0.5026975282,0.5027003873,0.6086234909,0.5780338014,10392867151.803364,625200.5980337751
409,409,5001400,4009015627,2197030776,1,114,4501,C2,45,3501670.0,0.6031750492,0.4984952089,0.5517288888,0.0,0.0651694821,5.0,0.27737067309999996,0.156877917,0.2977782809,0.2552831411,4636037020.87373,945488.4866629628
410,410,5001400,376964776680,3868193267,1,114,3000,C1,30,0.0,0.914411353,0.914411353,0.9999999356999999,0.0,0.4963406285,1.0,0.4678541771,0.4678541771,0.9999999475,0.704514463,380830801869.6232,3105139.046579
411,411,5001400,10826767442,135312883,3,114,1803,C2,18,2000910.5,0.897018862,0.897018862,0.8976216393,0.0,0.5155065786,1.0,0.4442697296,0.4442697296,0.606560926,0.7179878679999999,10962190815.024345,516935.6748243442
412,412,5001400,19538947327,470563663,3,114,103,C2,1,2204378.0,0.7317302109,0.7317302109,0.7761247696,0.0,0.22904382280000002,1.0,0.3607522789,0.3607522789,0.6030008663,0.4785852304,20009638211.052868,1047768.3086255173
413,413,5001400,18456322847,1241890366,36,114,4836,C2,48,5445118.5,0.7620276884999999,0.7626218331,0.8057253791,0.0,0.1864185448,5.0,0.420096745,0.4207132496,0.5867979187,0.43176213909999994,19087194989.2512,1134309.1369093696
414,414,5001400,23872224593,1034382802,1,114,5000,C1,50,0.0,0.82520758,0.82520758,1.0,0.0,0.3877945203,1.0,0.3730211084,0.3730211084,1.0,0.6227314993,24902324929.023968,898305.4732908115
415,415,5001400,32209264435,1107931303,4,114,2204,C2,22,2432626.5,0.6134452178,0.6134452178,0.6521307910999999,0.0,0.170250467,1.0,0.3401428567,0.3401428567,0.4833571276,0.4126141866,33314065559.6459,1568103.0305349953
416,416,5001400,13064428483,494102314,5,114,4805,C2,48,0.0,0.6843210826999999,0.6843210826999999,0.6843235551000001,0.0,0.14143194609999998,1.0,0.3173540848,0.3173540848,0.3173578178,0.37607438909999996,13558421447.378992,1097578.870793365
417,417,5001400,38311108,7282926,12,114,3612,C2,36,2326450.0,0.7727064506,0.7727064506,0.7727004390000001,0.0,0.3245870416,1.0,0.4511166017,0.4511166017,0.48895596329999996,0.569725409,45646091.56765082,42037.91248526
418,418,5001400,4475418306,2524257850,1,114,5501,C2,55,2328205.0,0.8792870638,0.8792870638,0.8940526998999999,0.0,0.3318846037,1.0,0.4921175802,0.4921175802,0.6754809789,0.5760942663,4597504662.473565,417227.0607144436
419,419,5001400,12894843907,303337813,2,114,502,C2,5,0.0,0.7110511446,0.7110511446,0.7110519037,0.0,0.2511043228,1.0,0.46268824399999997,0.46268824399999997,0.46269144840000004,0.5011031059000001,13198029895.723175,812703.9887997
420,420,5001400,72745820349,1947859056,1,114,601,C2,6,2882452.0,0.8650897672,0.8650897672,0.8679985715999999,0.0,0.2972817363,1.0,0.5365176736999999,0.5365176736999999,0.6624779047,0.545235487,74698901655.57022,1776961.120715978
421,421,5001400,541433186,456670649,1,114,1501,C2,15,3974581.5,0.6459168903,0.6459168903,0.7352213787,0.0,0.29910656469999997,1.0,0.275561153,0.275561153,0.5716416257,0.5469063582,571522806.8860149,154956.1232412041
422,422,5001400,1364317936,864176425,6,114,2506,C2,25,3212273.5,0.7038880940000001,0.6995179413,0.8291877107,0.0,0.20634373539999998,10.0,0.47566822090000005,0.4608111423,0.6757391645,0.4542507407,1462487072.3044946,298438.81422641966
423,423,5001400,475658444,13179295,9,114,2609,C2,26,3103386.5,0.6912863456,0.6912863456,0.7006918145000001,0.0,0.17596845579999998,1.0,0.35392825969999997,0.35392825969999997,0.3593178422,0.41948594229999997,481806959.153246,185491.5177823277
424,424,5001400,40267196,502409,9,114,3609,C2,36,3357249.0,0.6806997996999999,0.6806997996999999,0.6806651638,0.0,0.311065813,1.0,0.34885835460000003,0.34885835460000003,0.3488589336,0.5577327434,40772627.43891859,40584.7747234799
425,425,5001400,1227588153,22111653,6,114,806,C2,8,0.0,0.5603327768,0.5603327768,0.5603332829,0.0,0.1213194464,1.0,0.3219864982,0.3219864982,0.32198876719999997,0.3483094119,1249829031.076003,359803.20385954133
426,426,5001400,788547078,252321735,3,114,2403,C2,24,6498181.0,0.2936821418,0.2936821418,0.3069590966,0.0,0.0279105854,1.0,0.2036971784,0.2036971784,0.2171985793,0.16706461449999999,827812374.688323,610501.0513314353
427,427,5001400,453510665,11103487,6,114,606,C2,6,0.0,0.6666482777,0.6666482777,0.6666481516,0.0,0.206324544,1.0,0.4174525983,0.4174525983,0.4029720889,0.45422961590000005,464648088.13746184,168225.3971660259
428,428,5001400,37311563597,745100676,4,114,2904,C2,29,2001946.5,0.6768306548,0.6768306548,0.67695802,0.0,0.2330463802,1.0,0.43269062939999997,0.43269062939999997,0.46785393340000003,0.48274877549999995,38056516432.40926,1432511.994794147
429,429,5001400,2228751201,29628414,6,114,4206,C2,42,0.0,0.5205413158,0.5205413158,0.5205450341,0.0,0.0848113798,1.0,0.3027462418,0.3027462418,0.3036624722,0.29122393399999996,2258201223.5477996,578441.1580513333
430,430,5001400,373037824,340660751,7,114,5307,C2,53,3537533.5,0.6379377603999999,0.5423204617,0.7975377675,0.0,0.0990413096,2.0,0.17749257420000003,0.1447649017,0.1815161625,0.31470829289999996,407845848.92264223,227480.81108374443
431,431,5001400,26304093951,330576867,7,114,107,C2,1,2004811.0,0.6215709037,0.6215709037,0.6219313768,0.0,0.1345494892,1.0,0.37367939130000005,0.37367939130000005,0.4204700687,0.3668098815,26632105855.44107,1577126.9736316572
432,432,5001400,5602307611,59304564,12,114,4212,C2,42,2006285.5,0.43497950729999996,0.43497950729999996,0.43502609130000003,0.0,0.10171618019999999,1.0,0.2319161139,0.2319161139,0.2369353007,0.3189297418,5661898695.434995,836355.5785780066
433,433,5001400,4216564942,221665872,2,114,2502,C2,25,4725127.5,0.7701006488,0.7701006488,0.7712287984999999,0.0,0.2765522717,1.0,0.398586379,0.398586379,0.5241124375,0.5258823744,4438123831.51697,449072.049013644
434,434,5001400,4897055602,165097243,5,114,5505,C2,55,0.0,0.8208916646,0.8208916646,0.8208909259999999,0.0,0.2501257295,1.0,0.5277094216,0.5277094216,0.5334993743,0.5001257136999999,5062596196.825222,504327.2005051986
435,435,5001400,23725054173,416736965,7,114,4707,C2,47,4050246.0,0.7181132222,0.7181132222,0.7271869124,0.0,0.2354333468,1.0,0.4464773814,0.4464773814,0.5636800515,0.4852147429,24141321893.999825,1135145.3312803388
436,436,5001400,20835103731,2217384456,4,114,2804,C2,28,2006354.5,0.8417454479,0.8190415993000001,0.9114967922,0.0,0.2903845655,8.0,0.48623458560000005,0.4909586546,0.7333505827,0.5388734225,21086408085.669884,955255.3332965758
437,437,5001400,18686415337,202098705,6,114,3906,C2,39,2392593.5,0.6007047386,0.6007047386,0.655216131,0.0,0.1522685525,1.0,0.21061863460000002,0.21061863460000002,0.3544072936,0.3902160331,18887961689.325603,1248510.9882763324
438,438,5001400,3017827354,9715410,22,114,622,C2,6,0.0,0.5614495347,0.5614495347,0.5614497647,0.0,0.1772192463,1.0,0.3038666113,0.3038666113,0.30380645100000003,0.4209741635,3027612845.792673,463339.8556496748
439,439,5001400,15680137801,412776273,8,114,4808,C2,48,0.0,0.8399153744,0.8399157299,0.8399188944,0.0,0.2522571146,2.0,0.6236510514,0.6236516827,0.6228302057,0.5022520429,16093115865.96459,895371.5466458134
440,440,5001400,922873505,32981424,30,114,4830,C2,48,0.0,0.7601405003,0.7601405003,0.7601403422,0.0,0.18663681850000002,1.0,0.4729457143,0.4729457143,0.4584253929,0.432014836,955769763.4367665,253678.0637854786
