,state_id,seat_id,d_votes,r_votes,other_votes,d_vote_share,r_vote_share,other_vote_share,d_won,r_won,other_won
301,OH,9,184367,108085,37,0.6303382349421688,0.36953526457405234,0.00012650048377887716,1,0,0
302,OH,10,147985,208347,0,0.4153008991614562,0.5846991008385438,0.0,0,1,0
303,OH,11,233126,58139,0,0.8003913961512712,0.19960860384872883,0.0,1,0,0
304,OH,12,178432,236181,12495,0.417767871358064,0.5529772329246935,0.029254895717242477,0,1,0
305,OH,13,169487,145275,8206,0.524779544722697,0.4498123653117337,0.025408089965569345,1,0,0
306,OH,14,155515,233828,0,0.39942929499181956,0.6005707050081804,0.0,0,1,0
307,OH,15,136286,236473,55,0.3655603062116766,0.6342921671396461,0.00014752664867735655,0,1,0
308,OH,16,147198,242523,0,0.3777009706944199,0.6222990293055801,0.0,0,1,0
309,OK,1,109641,213700,12130,0.32682705807655504,0.6370148239341106,0.036158117989334396,0,1,0
310,OK,2,63472,216511,8544,0.21998634443223686,0.7504011756265445,0.029612479941218673,0,1,0
311,OK,3,66501,242677,0,0.2150896894345652,0.7849103105654348,0.0,0,1,0
312,OK,4,90459,213096,10803,0.2877579065905751,0.6778768156051381,0.03436527780428683,0,1,0
313,OK,5,145658,158191,0,0.47937626913368153,0.5206237308663184,0.0,0,1,0
314,OR,1,296235,161356,0,0.6473794283541415,0.3526205716458584,0.0,1,0,0
315,OR,2,166588,271044,13778,0.36903923262665866,0.6004386256396624,0.03052214173367892,0,1,0
316,OR,3,342906,110321,15672,0.7313003439973214,0.23527668005263394,0.03342297595004468,1,0,0
317,OR,4,239837,214661,10003,0.5163325805541861,0.4621324819537525,0.021534937492061375,1,0,0
318,OR,5,233832,203503,12518,0.5197964668458364,0.4523766652662092,0.02782686788795451,1,0,0
319,PA,1,190830,248357,0,0.4345073966214847,0.5654926033785153,0.0,0,1,0
320,PA,2,193109,73825,0,0.723433507908322,0.2765664920916781,0.0,1,0,0
321,PA,3,333457,33189,0,0.9094794433868091,0.09052055661319093,0.0,1,0,0
322,PA,4,263378,179164,0,0.5951480311473262,0.4048519688526739,0.0,1,0,0
323,PA,5,253926,139309,0,0.6457360102737549,0.3542639897262451,0.0,1,0,0
324,PA,6,223336,174978,0,0.5607033646821352,0.4392966353178648,0.0,1,0,0
325,PA,7,193060,179512,0,0.5181817205801832,0.48181827941981686,0.0,1,0,0
326,PA,8,178082,166054,0,0.5174756491619592,0.4825243508380408,0.0,1,0,0
327,PA,9,116372,229770,0,0.3361972831959138,0.6638027168040862,0.0,0,1,0
328,PA,10,182821,208816,0,0.4668123798313234,0.5331876201686766,0.0,0,1,0
329,PA,11,141290,241855,0,0.36876378394602566,0.6312362160539744,0.0,0,1,0
330,PA,12,98966,240666,0,0.2913918594243181,0.7086081405756819,0.0,0,1,0
331,PA,13,96302,266768,0,0.2652436169333737,0.7347563830666263,0.0,0,1,0
332,PA,14,129721,238361,0,0.35242418808852377,0.6475758119114763,0.0,0,1,0
333,PA,15,91947,254587,0,0.2653332717713125,0.7346667282286875,0.0,0,1,0
334,PA,16,143349,209151,0,0.40666382978723403,0.593336170212766,0.0,0,1,0
335,PA,17,221112,211256,0,0.5113976982570403,0.4886023017429597,0.0,1,0,0
336,PA,18,264921,117858,0,0.6920990963454108,0.3079009036545892,0.0,1,0,0
337,RI,1,157854,0,63707,0.7124629334585058,0.0,0.2875370665414942,1,0,0
338,RI,2,153607,109855,0,0.5830328472417274,0.41696715275827256,0.0,1,0,0
339,SC,1,210627,216042,0,0.4936543315778742,0.5063456684221258,0.0,0,1,0
340,SC,2,155118,202715,6163,0.4261530346487324,0.5569154606094573,0.01693150474181035,0,1,0
341,SC,3,95712,237544,0,0.2872026310103944,0.7127973689896056,0.0,0,1,0
342,SC,4,133023,222126,5090,0.3692631836086598,0.6166073079261268,0.014129508465213372,0,1,0
343,SC,5,145979,220006,0,0.39886607374619176,0.6011339262538082,0.0,0,1,0
344,SC,6,197477,89258,2646,0.6824117685680815,0.30844457652713897,0.009143654904779513,1,0,0
345,SC,7,138863,224993,0,0.38164273778637703,0.618357262213623,0.0,0,1,0
346,SD,1,0,321984,75748,0.0,0.8095501493467964,0.19044985065320366,0,1,0
347,TN,1,68211,227838,8602,0.2238988219306682,0.7478655904625292,0.028235587606802538,0,1,0
348,TN,2,109298,238447,4574,0.3102245408280564,0.6767929064285492,0.012982552743394481,0,1,0
349,TN,3,97510,215318,7022,0.30486165390026576,0.6731843051430358,0.02195404095669845,0,1,0
350,TN,4,111238,223200,0,0.33261172474419776,0.6673882752558022,0.0,0,1,0
351,TN,6,83694,257219,8139,0.2397751624399803,0.7369073948867217,0.02331744267329796,0,1,0
352,TN,7,95743,244623,9586,0.273588949341624,0.6990187225676664,0.027392328090709583,0,1,0
353,TN,8,97561,226949,6741,0.2945228844592167,0.6851269882958844,0.020350127244898885,0,1,0
354,TN,9,187258,48688,6136,0.7735312827884766,0.20112193389016944,0.02534678332135392,1,0,0
355,TX,1,82359,218385,0,0.27385084989226716,0.7261491501077328,0.0,0,1,0
356,TX,2,148727,197300,5582,0.4229897414457537,0.5611346694766061,0.01587558907764022,0,1,0
357,TX,3,179458,230512,8621,0.4287192032317943,0.5506855140220406,0.020595282746165112,0,1,0
358,TX,4,77343,255157,7637,0.22738778786194974,0.7501594945566051,0.022452717581445125,0,1,0
359,TX,5,100495,173308,5819,0.35939589874902544,0.6197938645743182,0.020810236676656345,0,1,0
360,TX,6,148961,179018,10920,0.43954393491866306,0.5282340756390547,0.03222198944228222,0,1,0
361,TX,7,159529,149054,5542,0.5078519697572622,0.47450537206526067,0.01764265817747712,1,0,0
362,TX,8,97283,277124,7725,0.25457956936346604,0.7252049030178054,0.020215527618728607,0,1,0
363,TX,9,172060,49250,6575,0.7550299493165412,0.21611777870417095,0.0288522719792878,1,0,0
364,TX,10,187566,216927,8982,0.4536332305459822,0.5246435697442409,0.021723199709776892,0,1,0
365,TX,11,53213,231842,5786,0.18296251216300316,0.7971434563902613,0.019894031446735502,0,1,0
366,TX,12,120617,232814,11882,0.33017439839261126,0.6373000687082037,0.03252553289918508,0,1,0
367,TX,13,47617,220112,5588,0.1742189472297735,0.8053359286103682,0.020445124159858333,0,1,0
368,TX,14,117862,189691,0,0.38322500512106855,0.6167749948789314,0.0,0,1,0
369,TX,15,115073,108503,4256,0.5050783033112117,0.4762412654938727,0.018680431194915553,1,0,0
370,TX,16,145766,80762,0,0.6434789518293544,0.35652104817064556,0.0,1,0,0
371,TX,17,125317,171115,9900,0.4090888317250565,0.5585932909392424,0.032317877335701135,0,1,0
372,TX,18,180952,58033,7910,0.7329107515340529,0.2350513376131554,0.03203791085279167,1,0,0
373,TX,19,60200,197509,6226,0.2280864606816072,0.7483243980525508,0.023589141265841967,0,1,0
374,TX,20,172648,88171,5900,0.6473029667927669,0.33057637438652665,0.022120658820706435,1,0,0
375,TX,21,203858,234026,8585,0.45660057025235795,0.5241707710949697,0.019228658652672415,0,1,0
376,TX,22,181418,209842,15756,0.44572694930911805,0.515562041787055,0.03871100890382688,0,1,0
377,TX,23,135415,147502,8247,0.465081534805127,0.5065942218131363,0.028324243381736752,0,1,0
378,TX,24,162937,167543,12759,0.4747042148473804,0.48812343585664797,0.03717234929597161,0,1,0
379,TX,25,165334,219605,7712,0.42107112932349594,0.5592880191314934,0.019640851545010708,0,1,0
380,TX,26,160453,261163,9205,0.37243541981472583,0.6061983979425329,0.021366182242741186,0,1,0
381,TX,27,95117,171834,5460,0.3491672509553579,0.6307895055632848,0.020043243481357213,0,1,0
382,TX,28,136510,91190,6338,0.5832813474734873,0.3896375802220152,0.02708107230449756,1,0,0
383,TX,29,111305,42840,2328,0.7113367801473737,0.2737852536859394,0.014877966166686905,1,0,0
384,TX,30,204928,48685,10851,0.7748805130376913,0.18408932784802468,0.04103015911428399,1,0,0
385,TX,31,174394,210768,9141,0.44228423319122606,0.5345330874987002,0.023182679310073725,0,1,0
386,TX,32,178542,157867,7278,0.5194901174615275,0.45933363787399584,0.02117624466447669,1,0,0
387,TX,33,105038,39538,12629,0.668159409687987,0.2515059953563818,0.08033459495563118,1,0,0
388,TX,34,110907,83848,5443,0.5539865533122209,0.4188253628907382,0.027188083797040928,1,0,0
389,TX,35,175033,80153,12516,0.6538352347012724,0.29941128568333447,0.04675347961539324,1,0,0
390,TX,36,73308,222392,6408,0.24265494458935216,0.7361340977398811,0.021210957670766747,0,1,0
391,UT,1,102874,234657,42,0.3047459364344897,0.6951296460321175,0.00012441753339277728,0,1,0
392,UT,2,129195,207066,15268,0.36752302086029887,0.5890438626685138,0.0434331164711873,0,1,0
393,UT,3,94055,239567,15365,0.2695086063377719,0.686463965706459,0.044027427955769124,0,1,0
394,UT,4,174714,176660,20749,0.46950605041881316,0.4747355041209493,0.05575844546023761,0,0,0
395,VA,1,186927,260706,0,0.41758985597576587,0.5824101440242342,0.0,0,1,0
396,VA,2,184991,164419,9144,0.5159362327571301,0.4585613324631715,0.025502434779698456,1,0,0
397,VA,3,233326,107299,0,0.6849937614678899,0.31500623853211007,0.0,1,0,0
398,VA,4,242721,152600,0,0.613984584679286,0.38601541532071404,0.0,1,0,0
399,VA,5,190340,211012,0,0.47424704498794074,0.5257529550120592,0.0,0,1,0
400,VA,6,135022,246427,0,0.3539713041586162,0.6460286958413838,0.0,0,1,0
401,VA,7,232995,224679,0,0.5090850692851243,0.49091493071487563,0.0,1,0,0
402,VA,8,301454,95365,0,0.7596763259823749,0.24032367401762517,0.0,1,0,0
403,VA,10,268654,206336,0,0.5655992757742269,0.4344007242257732,0.0,1,0,0
404,VA,11,280733,111380,0,0.7159492289212548,0.28405077107874516,0.0,1,0,0
405,VT,1,238835,95832,20311,0.6728163435480509,0.26996602606358705,0.0572176303883621,1,0,0
406,WA,1,248393,174926,0,0.5867749852947777,0.4132250147052223,0.0,1,0,0
407,WA,2,253183,146730,0,0.6330951982056097,0.3669048017943903,0.0,1,0,0
408,WA,3,180850,234828,0,0.4350723396475156,0.5649276603524844,0.0,0,1,0
409,WA,4,101621,200611,0,0.336235077688663,0.663764922311337,0.0,0,1,0
410,WA,5,153579,243427,0,0.38684302000473547,0.6131569799952645,0.0,0,1,0
411,WA,6,246556,168018,0,0.5947213283997549,0.40527867160024506,0.0,1,0,0
412,WA,7,386321,77928,0,0.8321418032133618,0.16785819678663821,0.0,1,0,0
413,WA,8,211859,197192,40,0.5178774404716799,0.4820247817722707,9.777775604938755e-05,1,0,0
414,WA,9,258183,89334,0,0.7429363167845027,0.2570636832154974,0.0,1,0,0
415,WA,10,261813,0,26314,0.9086722174596619,0.0,0.09132778254033812,1,0,0
416,WI,1,144729,226245,0,0.3901324621132478,0.6098675378867522,0.0,0,1,0
417,WI,2,318492,138297,0,0.6972409580791131,0.3027590419208869,0.0,1,0,0
418,WI,3,199941,189428,0,0.5135000475127707,0.4864999524872293,0.0,1,0,0
419,WI,4,232654,70768,7911,0.7472834553356053,0.22730645321890067,0.025410091445494054,1,0,0
420,WI,5,179179,266523,0,0.4020152478561909,0.5979847521438091,0.0,0,1,0
421,WI,6,162690,236797,232,0.40701092517493537,0.5924086670886297,0.0005804077364348455,0,1,0
422,WI,7,162773,252042,0,0.39239902125043696,0.6076009787495631,0.0,0,1,0
423,WI,8,127495,243781,0,0.3433968260808671,0.6566031739191329,0.0,0,1,0
424,WV,1,80990,180163,50,0.31006535146992953,0.6897432265326202,0.000191421997450259,0,1,0
425,WV,2,100799,172195,0,0.3692352212869147,0.6307647787130852,0.0,0,1,0
426,WV,3,64769,161390,44,0.28633130418252634,0.7134741802717028,0.00019451554577083416,0,1,0
427,WY,1,66576,185732,18059,0.24624306960538822,0.6869625361083268,0.06679439428628493,0,1,0
